Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Pulakeshinagar -159,MOHAN KUMAR,Karnataka Rashtra Samithi,66,0,66,0.05
Pulakeshinagar -159,R MOHAN RAJU,Republican Party of India (Karnataka),49,1,50,0.04
Pulakeshinagar -159,A CHANDRA KUMAR,Independent,81,1,82,0.06
Pulakeshinagar -159,NIRANJAN D RAJ,Independent,68,0,68,0.05
Pulakeshinagar -159,PRIYA,Independent,220,3,223,0.17
Pulakeshinagar -159,SHAKTIVELU,Independent,183,0,183,0.14
Pulakeshinagar -159,V J SANJAY KUMAR,Independent,129,0,129,0.1
Pulakeshinagar -159,NOTA,None of the Above,1186,4,1190,0.91
Puttur -206,ASHOK KUMAR  RAI,Indian National Congress,65923,684,66607,38.55
Puttur -206,ASHA THIMMAPPA,Bharatiya Janata Party,36733,825,37558,21.74
Puttur -206,DIVYAPRABHA GOWDA,Janata Dal  (Secular),666,18,684,0.4
Puttur -206,DR. B.K. VISHUKUMAR GOWDA,Aam Aadmi Party,644,6,650,0.38
Puttur -206,SHAFFI BELLARE,Social Democratic Party Of India,2773,15,2788,1.61
Puttur -206,IVAN FERAO P.,Karnataka Rashtra Samithi,525,4,529,0.31
Puttur -206,ARUN KUMAR PUTHILA,Independent,61628,830,62458,36.15
Puttur -206,SUNDARA KOILA,Independent,617,5,622,0.36
Puttur -206,NOTA,None of the Above,856,10,866,0.5
Raichur -54,Jayabheema,Bahujan Samaj Party,574,9,583,0.4
Raichur -54,Mohammed Shalam,Indian National Congress,65561,362,65923,45.39
Raichur -54,E. Vinay kumar,Janata Dal  (Secular),2753,27,2780,1.91
Raichur -54,Veeresh Kumar.D,Aam Aadmi Party,575,6,581,0.4
Raichur -54,Dr. Shivaraj Patil,Bharatiya Janata Party,69143,512,69655,47.96
Raichur -54,Masood Ali,Bharatiya Rashtravadi Paksha,335,1,336,0.23
Raichur -54,Mahadeva,Country Citizen Party,116,0,116,0.08
Raichur -54,Ramanna,Karnataka Rashtra Samithi,109,0,109,0.08
Raichur -54,Raman Gowda Yeganuru,Kalyana Rajya Pragathi Paksha,579,8,587,0.4
Raichur -54,Veeresh N.S,Socialist Unity Centre Of India (COMMUNIST),162,3,165,0.11
Raichur -54,Syed Ishaq Hussain,Social Democratic Party Of India,627,5,632,0.44
Raichur -54,Iffath Siddiqui,Independent,387,0,387,0.27
Raichur -54,Indramma,Independent,119,0,119,0.08
Raichur -54,Eresh,Independent,181,0,181,0.12
Raichur -54,Earesh Kumar,Independent,334,0,334,0.23
Raichur -54,Dr. Basavaraj Kalasa,Independent,546,3,549,0.38
Raichur -54,Mujeebuddin,Independent,1320,7,1327,0.91
Raichur -54,Syed Rasheed Pasha,Independent,291,0,291,0.2
Raichur -54,NOTA,None of the Above,583,5,588,0.4
Raichur Rural -53,Tipparaju Hawaldar,Bharatiya Janata Party,74893,390,75283,43.43
Raichur Rural -53,K. Narasimha Nayak,Janata Dal  (Secular),4090,37,4127,2.38
Raichur Rural -53,Basanagouda Daddal,Indian National Congress,88694,446,89140,51.42
Raichur Rural -53,Shubhashchandra Sambaji,Aam Aadmi Party,1531,4,1535,0.89
Raichur Rural -53,I. Kumar Nayak,Karnataka Rashtra Samithi,273,2,275,0.16
Raichur Rural -53,M Khashim Nayak,Kalyana Rajya Pragathi Paksha,427,1,428,0.25
Raichur Rural -53,Veerangoda,Indian Movement Party,760,0,760,0.44
Raichur Rural -53,Badesaab,Independent,357,0,357,0.21
Raichur Rural -53,NOTA,None of the Above,1452,4,1456,0.84
Rajaji Nagar -165,DR ANJANAPPA.T.H.,Janata Dal  (Secular),4038,43,4081,3.45
Rajaji Nagar -165,B.T.NAGANNA,Aam Aadmi Party,696,5,701,0.59
Rajaji Nagar -165,PUTTANNA,Indian National Congress,50306,258,50564,42.78
Rajaji Nagar -165,S.SURESH KUMAR,Bharatiya Janata Party,58220,404,58624,49.6
Rajaji Nagar -165,AKSHAY.K.,Karnataka Rashtra Samithi,281,0,281,0.24
Rajaji Nagar -165,CHETHAN VASHISTA.B.S,Rashtriya Samaj Dal (R),37,1,38,0.03
Rajaji Nagar -165,BHAVYA  S.B,Indian Movement Party,90,3,93,0.08
Rajaji Nagar -165,MOHAN KUMAR.K.,Uttama Prajaakeeya Party,1212,1,1213,1.03
Rajaji Nagar -165,RAMA T.C.,Socialist Unity Centre Of India (COMMUNIST),80,3,83,0.07
Rajaji Nagar -165,SHIVAKUMAR BHADRAIAH,Janata Dal  (United),85,0,85,0.07
Rajaji Nagar -165,ABHIMANI NARENDRA,Independent,53,1,54,0.05
Rajaji Nagar -165,NARASIMHALU.M,Independent,41,1,42,0.04
Rajaji Nagar -165,NAGARAJA.H.N,Independent,109,2,111,0.09
Rajaji Nagar -165,PANDURANGAN.S,Independent,128,0,128,0.11
Rajaji Nagar -165,PUTTANNA,Independent,142,2,144,0.12
Rajaji Nagar -165,MAHESH RAJASHEKAR,Independent,129,0,129,0.11
Rajaji Nagar -165,LINGARAJU,Independent,54,0,54,0.05
Rajaji Nagar -165,SUHAIL AHMED,Independent,62,0,62,0.05
Rajaji Nagar -165,NOTA,None of the Above,1695,5,1700,1.44
Rajarajeshwarinagar -154,ANANTHA SUBHASH CHANDRA,Aam Aadmi Party,1186,5,1191,0.45
Rajarajeshwarinagar -154,KUSUMA .H,Indian National Congress,115640,498,116138,44.21
Rajarajeshwarinagar -154,N. NAGARAJU,Bahujan Samaj Party,677,4,681,0.26
Rajarajeshwarinagar -154,DR. V.NARAYANA SWAMY,Janata Dal  (Secular),7748,47,7795,2.97
Rajarajeshwarinagar -154,MUNIRATHNA,Bharatiya Janata Party,127247,733,127980,48.72
Rajarajeshwarinagar -154,S. CHANDRASHEKHAR,Karnataka Rashtra Samithi,551,2,553,0.21
Rajarajeshwarinagar -154,GNANAMURTHY V,Socialist Unity Centre Of India (COMMUNIST),191,2,193,0.07
Rajarajeshwarinagar -154,MANJUNATHA M,Uttama Prajaakeeya Party,4107,11,4118,1.57
Rajarajeshwarinagar -154,LAKSHMI,Janata Dal  (United),125,0,125,0.05
Rajarajeshwarinagar -154,M. LINGARAJU,Jai Maha Bharath Party,96,0,96,0.04
Rajarajeshwarinagar -154,AREEF PASHA,Independent,153,1,154,0.06
Rajarajeshwarinagar -154,A. KALAPPA,Independent,129,0,129,0.05
Rajarajeshwarinagar -154,H. RUKMINI,Independent,223,0,223,0.08
Rajarajeshwarinagar -154,SUBHASH S,Independent,325,4,329,0.13
Rajarajeshwarinagar -154,NOTA,None of the Above,2978,18,2996,1.14
Ramanagaram -183,H. A. IQBAL HUSSAIN,Indian National Congress,87285,405,87690,47.98
Ramanagaram -183,GAUTHAM MARILINGEGOWDA,Bharatiya Janata Party,12821,91,12912,7.07
Ramanagaram -183,NIKHIL KUMARASWAMY,Janata Dal  (Secular),76439,536,76975,42.12
Ramanagaram -183,BYREGOWDA. S,Aam Aadmi Party,1261,3,1264,0.69
Ramanagaram -183,V. SWAMY,Bahujan Samaj Party,342,4,346,0.19
Ramanagaram -183,D. PUTTAMADAIAH (PRAJAKEEYA PUTTANNA),Uttama Prajaakeeya Party,857,3,860,0.47
Ramanagaram -183,FAYAZ AHMED,Young Star Empowerment Party,78,0,78,0.04
Ramanagaram -183,MAHABOOB PASHA,Tipu Sultan Party,86,0,86,0.05
Ramanagaram -183,RAGHU NANDAN. R. V.,Republican Party of India (Athawale),230,4,234,0.13
Ramanagaram -183,LOKESH. N,Indian Movement Party,96,0,96,0.05
Ramanagaram -183,K.R.S.SHIVAKUMAR.S,Karnataka Rashtra Samithi,227,7,234,0.13
Ramanagaram -183,SIDDAMARAIAH. S,All India Forward Bloc,180,1,181,0.1
Ramanagaram -183,KA.RA.VE. MADEGOWDA.DM,Independent,731,0,731,0.4
Ramanagaram -183,SURENDRA RAMANAGARA,Independent,183,0,183,0.1
Ramanagaram -183,NOTA,None of the Above,879,1,880,0.48
Ramdurg -18,ASHOK MAHADEVAPPA PATTAN,Indian National Congress,79517,777,80294,52.13
Ramdurg -18,CHIKKAREVANNA,Bharatiya Janata Party,67964,600,68564,44.51
Ramdurg -18,PRAKASH BHIRAPPA MUDHOL,Janata Dal  (Secular),1099,6,1105,0.72
Ramdurg -18,MALIKAJAN NADAF,Aam Aadmi Party,247,3,250,0.16
Ramdurg -18,SUNANDA NINGBASAPPA HADPADA,Bahujan Samaj Party,123,1,124,0.08
Ramdurg -18,BASAPPA GURUSIDDAPPA KUMBAR,Karnataka Rashtra Samithi,135,2,137,0.09
Ramdurg -18,ISHWAR NAGAPPA CHIKKANARAGUND,Independent,61,0,61,0.04
Ramdurg -18,ISHWARGOUDA SHIVASHANKARGOUDA PATIL,Independent,110,5,115,0.07
Ramdurg -18,GIRISH BHIMAPPA MUNAVALLI,Independent,111,6,117,0.08
Ramdurg -18,GURUSIDDAPPA BASALINGAPPA TOGGI,Independent,141,3,144,0.09
Ramdurg -18,DADAPEER FAKIRSAB BIKAJI,Independent,182,0,182,0.12
Ramdurg -18,MADHURA SUDHIR SIDDANKOLLA,Independent,304,2,306,0.2
Ramdurg -18,Shivappa Basappa Bakadi,Independent,984,0,984,0.64
Ramdurg -18,NOTA,None of the Above,1643,3,1646,1.07
Ranibennur -87,ARUNKUMAR GUTTUR,Bharatiya Janata Party,61251,779,62030,32.14
Ranibennur -87,PRAKASH KOLIWAD,Indian National Congress,71208,622,71830,37.21
Ranibennur -87,MANJUNATH GOUDASHIVANNANAVARA,Janata Dal  (Secular),5780,60,5840,3.03
Ranibennur -87,HANUMANTHAPPA KABBAR,Aam Aadmi Party,303,5,308,0.16
Ranibennur -87,CHANNAVEERAYYA NAGAYYA HOLAGUNDIMATH,Karnataka Rashtra Samithi,143,1,144,0.07
Ranibennur -87,TALAWAR SHIVAKUMAR,Indian Movement Party,198,0,198,0.1
Ranibennur -87,MANJUNATH N,Swayam Krushi Party,285,1,286,0.15
Ranibennur -87,R SHANKAR,Nationalist Congress Party,37114,445,37559,19.46
Ranibennur -87,SANTOSHKUMAR E KYATAPPANAVAR,Uttama Prajaakeeya Party,831,5,836,0.43
Ranibennur -87,NARAYANA PATIL,Independent,126,0,126,0.07
Ranibennur -87,MOHAN HANDE,Independent,293,5,298,0.15
Ranibennur -87,MANJUNATHA K,Independent,169,0,169,0.09
Ranibennur -87,RUDRAMUNI RAMAKKANAVARA,Independent,415,2,417,0.22
Ranibennur -87,SANTOSHKUMAR PATIL,Independent,11321,74,11395,5.9
Ranibennur -87,NOTA,None of the Above,1571,13,1584,0.82
Raybag -6,AIHOLE DURYODHAN MAHALINGAPPA,Bharatiya Janata Party,57164,336,57500,34.79
Raybag -6,PRADEEPKUMAR R MALAGI,Janata Dal  (Secular),25263,130,25393,15.36
Raybag -6,MAHAVEER LAXMAN MOHITE,Indian National Congress,22550,135,22685,13.72
Raybag -6,SHANKAR SUBRAV KHATEDAR,Aam Aadmi Party,1055,2,1057,0.64
Raybag -6,BASAVARAJ NASALAPURE,Bharatiya Rashtravadi Paksha,245,0,245,0.15
Raybag -6,ASHOK NEELAPPA DANDINAVAR,Independent,291,0,291,0.18
Raybag -6,BASAVANNI PUNDALIK DODDALING,Independent,318,2,320,0.19
Raybag -6,BHIMSEEN DATTU SANADI,Independent,287,1,288,0.17
Raybag -6,YAMANAPPA HANAMANTH KUDARI,Independent,716,3,719,0.43
Raybag -6,SHAMBHU KALLOLIKAR,Independent,54533,397,54930,33.23
Raybag -6,NOTA,None of the Above,1859,1,1860,1.13
Ron -67,KALAKAPPA GURUSHANTAPPA BANDI,Bharatiya Janata Party,69519,658,70177,39.38
Ron -67,GURUPADAGOUDA SANGANAGOUDA PATIL,Indian National Congress,94064,801,94865,53.24
Ron -67,ANEKAL DODDAIAH,Aam Aadmi Party,8761,78,8839,4.96
Ron -67,MAKTUMSAB YAMANOORASAB MUDHOL,Janata Dal  (Secular),646,6,652,0.37
Ron -67,KUMAR ANDAPPA HAKARI,Shiv Sena (Uddhav Balasaheb Thackeray),122,0,122,0.07
Ron -67,ABDUL KHADAR SAB A,Independent,98,0,98,0.05
Ron -67,DEVENDRAPPA BALAPPA OLEKAR,Independent,123,1,124,0.07
Ron -67,BIBIJAN RAJESAB DARAGAD,Independent,256,0,256,0.14
Ron -67,SHIVANAND SHANKRAPPA RATHOD,Independent,1461,2,1463,0.82
Ron -67,NOTA,None of the Above,1586,14,1600,0.9
Sagar -117,GOPALA KRISHNA BELURU,Indian National Congress,88179,809,88988,53.46
Sagar -117,K DIWAKARA,Aam Aadmi Party,1029,11,1040,0.62
Sagar -117,‌SYED ZAKEER,Janata Dal  (Secular),345,5,350,0.21
Sagar -117,H.HALAPPA HARATHALU,Bharatiya Janata Party,72263,703,72966,43.83
Sagar -117,KIRAN B E,Karnataka Rashtra Samithi,344,2,346,0.21
Sagar -117,SOMARAJA N,Uttama Prajaakeeya Party,595,7,602,0.36
Sagar -117,SHIVAKUMAR V PATIL,Independent,307,0,307,0.18
Sagar -117,T.N.SREENIVAS,Independent,257,6,263,0.16
Sagar -117,HARATE GAMAPPA MESTRU,Independent,235,5,240,0.14
Sagar -117,NOTA,None of the Above,1349,14,1363,0.82
Sakleshpur -199,KUMARASWAMY H.K,Janata Dal  (Secular),56113,435,56548,34.29
Sakleshpur -199,K.S. PAVAN KUMAR,Aam Aadmi Party,998,4,1002,0.61
Sakleshpur -199,MURALI MOHAN,Indian National Congress,42613,198,42811,25.96
Sakleshpur -199,CEMENT MANJU,Bharatiya Janata Party,58073,531,58604,35.54
Sakleshpur -199,D. SHIVAMMA,Bahujan Samaj Party,1522,14,1536,0.93
Sakleshpur -199,H.S. KUMARASWAMY,Karunaadu Party,641,4,645,0.39
Sakleshpur -199,PRATHAP K.A,Uttama Prajaakeeya Party,990,10,1000,0.61
Sakleshpur -199,PRADEEPA BAYYA,Karnataka Rashtra Samithi,410,4,414,0.25
Sakleshpur -199,RAVI G.C,Independent,313,1,314,0.19
Sakleshpur -199,VENU M.R,Independent,783,10,793,0.48
Sakleshpur -199,NOTA,None of the Above,1226,5,1231,0.75
Sandur -95,K.R. KUMARASWAMY,Aam Aadmi Party,764,0,764,0.44
Sandur -95,E. TUKARAM,Indian National Congress,84839,384,85223,49.31
Sandur -95,SHAKUNTALA DEVI LAKSHMI PRIYA,Bahujan Samaj Party,927,6,933,0.54
Sandur -95,SHILPA RAGHAVENDRA,Bharatiya Janata Party,49449,252,49701,28.76
Sandur -95,N. SOMAPPA,Janata Dal  (Secular),2601,16,2617,1.51
Sandur -95,K.S. DIVAKAR,Kalyana Rajya Pragathi Paksha,31299,76,31375,18.15
Sandur -95,VEBA KUMARI,Karnataka Rashtra Samithi,561,1,562,0.33
Sandur -95,GEREGAL PAPAYYA,Independent,592,1,593,0.34
Sandur -95,NOTA,None of the Above,1059,6,1065,0.62
Sarvagnanagar -160,KELACHANDRA JOSEPH GEORGE,Indian National Congress,118558,225,118783,61.04
Sarvagnanagar -160,KEMPURAJAN,National People's Party,391,2,393,0.2
Sarvagnanagar -160,PADMANABHA REDDY,Bharatiya Janata Party,62821,194,63015,32.38
Sarvagnanagar -160,MOHAMED IBRAHIM,Aam Aadmi Party,1485,3,1488,0.76
Sarvagnanagar -160,MOHAMMED MUSTAFA,Janata Dal  (Secular),3831,8,3839,1.97
Sarvagnanagar -160,ABDUL HANNAN,Social Democratic Party Of India,2994,1,2995,1.54
Sarvagnanagar -160,S UMASHANKAR,Karnataka Rashtra Samithi,146,2,148,0.08
Sarvagnanagar -160,MAHABOOB PASHA,Tipu Sultan Party,61,0,61,0.03
Sarvagnanagar -160,MYNAVATHI,Janata Dal  (United),84,1,85,0.04
Sarvagnanagar -160,MODI SAIFULLA,Samajwadi Party,104,0,104,0.05
Sarvagnanagar -160,SHIVAKUMAR,Uttama Prajaakeeya Party,609,3,612,0.31
Sarvagnanagar -160,DILIP KUMAR,Independent,175,2,177,0.09
Sarvagnanagar -160,YESU GERARD P,Independent,110,1,111,0.06
Sarvagnanagar -160,VASANTH KUMAR E,Independent,374,0,374,0.19
Sarvagnanagar -160,SHEELA B N,Independent,302,1,303,0.16
Sarvagnanagar -160,NOTA,None of the Above,2109,7,2116,1.09
Saundatti Yellamma -17,BAPUGOUDA SIDDANAGOUDA PATIL,Aam Aadmi Party,1592,4,1596,0.98
Saundatti Yellamma -17,MAMANI RATNA ANAND @ VISHWANATH,Bharatiya Janata Party,55867,662,56529,34.61
Saundatti Yellamma -17,VISHWAS VASANT VAIDYA,Indian National Congress,70583,641,71224,43.61
Saundatti Yellamma -17,CHOPRA SAURAV ANAND,Janata Dal  (Secular),30691,166,30857,18.89
Saundatti Yellamma -17,ANTAKKANAVAR PARAPPA SHANKAREPPA,Karnataka Rashtra Samithi,486,1,487,0.3
Saundatti Yellamma -17,MALLIKARJUN CHANNAPPA MELAGIRI,Karnataka Makkala Paksha,180,0,180,0.11
Saundatti Yellamma -17,ANAND IRAYYA KANTIMATH,Independent,353,4,357,0.22
Saundatti Yellamma -17,KARALAKATTI NAGAPPA HANAMAPPA,Independent,451,2,453,0.28
Saundatti Yellamma -17,MALLIKARJUN GANGAPPA MUDENUR,Independent,627,2,629,0.39
Saundatti Yellamma -17,SADANAND UPPAR,Independent,416,3,419,0.26
Saundatti Yellamma -17,NOTA,None of the Above,581,5,586,0.36
Sedam -41,KHASIM SAB,Bahujan Samaj Party,642,5,647,0.37
Sedam -41,BALRAJ GUTTEDAR,Janata Dal  (Secular),21024,101,21125,12
Sedam -41,RAJKUMAR PATIL TELKUR,Bharatiya Janata Party,49544,272,49816,28.31
Sedam -41,DR. SHARANPRAKASH RUDRAPPA PATIL,Indian National Congress,92896,481,93377,53.06
Sedam -41,SHANKAR BANDI SULEPETH,Aam Aadmi Party,1435,6,1441,0.82
Sedam -41,G. LALLESH REDDY,Kalyana Rajya Pragathi Paksha,6659,53,6712,3.81
Sedam -41,SHIVAKUMAR KODLI,Karnataka Rashtra Samithi,219,0,219,0.12
Sedam -41,SRINIVAS BOINI,Jana Spandana Party,198,0,198,0.11
Sedam -41,ASHOK KUMAR NAGINDRAPPA SHILAVANTH,Independent,314,2,316,0.18
Sedam -41,DEVINDRA HANAMANTH HADAPAD GARUR,Independent,645,0,645,0.37
Sedam -41,BHARATH  KUMAR G,Independent,512,1,513,0.29
Sedam -41,SURESH,Independent,297,0,297,0.17
Sedam -41,NOTA,None of the Above,690,1,691,0.39
Shahapur -37,AMEENRADDI YALAGI,Bharatiya Janata Party,51856,470,52326,31.39
Shahapur -37,GURU PATIL SHIRWAL,Janata Dal  (Secular),30223,173,30396,18.23
Shahapur -37,CHANDRASHEKHAR SABAYYA,Aam Aadmi Party,1320,0,1320,0.79
Shahapur -37,SHARANABASAPPA DARSHANAPUR,Indian National Congress,77543,810,78353,47
Shahapur -37,PRAKASH B. KULKARNI,Karnataka Rashtra Samithi,886,2,888,0.53
Shahapur -37,VISHWARADHYA B. MUDABOOL,Swayam Krushi Party,740,0,740,0.44
Shahapur -37,MAHAMMED JILANI BANDAGISAB NASHI,Independent,473,0,473,0.28
Shahapur -37,HAJI M HUSSAIN,Independent,312,0,312,0.19
Shahapur -37,HONNAYYA HOTPETH,Independent,654,0,654,0.39
Shahapur -37,NOTA,None of the Above,1249,3,1252,0.75
Shanti Nagar -163,MATHAI . K,Aam Aadmi Party,1594,10,1604,1.34
Shanti Nagar -163,H MANJUNATH,Janata Dal  (Secular),820,5,825,0.69
Shanti Nagar -163,K SHIVAKUMAR,Bharatiya Janata Party,53717,188,53905,44.93
Shanti Nagar -163,SATISH CHANDRA .M,Bahujan Samaj Party,298,3,301,0.25
Shanti Nagar -163,N. A. HARIS,Indian National Congress,60787,243,61030,50.87
Shanti Nagar -163,ANTHONY A SANTHOSH,Indian Christian Front,231,2,233,0.19
Shanti Nagar -163,D.RUBEN MOSES,All India Mahila Empowerment Party,240,0,240,0.2
Shanti Nagar -163,ROWLAND SOANS A,Karnataka Rashtra Samithi,138,0,138,0.12
Shanti Nagar -163,SYED ASIF BUKHARI,Bharatiya Prajagala Kalyana Paksha,107,0,107,0.09
Shanti Nagar -163,K NATARAJU,Independent,104,0,104,0.09
Shanti Nagar -163,NOTA,None of the Above,1481,2,1483,1.24
Shiggaon -83,BASAVARAJ BOMMAI,Bharatiya Janata Party,99073,943,100016,54.95
Shiggaon -83,MAHABOOBSAB  DADUSAB KALEBAG,Aam Aadmi Party,1171,4,1175,0.65
Shiggaon -83,PATHAN  YASIRAHMEDKHAN,Indian National Congress,63732,306,64038,35.18
Shiggaon -83,SHASHIDHAR YELIGAR,Janata Dal  (Secular),13794,134,13928,7.65
Shiggaon -83,KHAJAMOHIDDIN  GUDAGERI,Indian Movement Party,200,0,200,0.11
Shiggaon -83,SHAMBULINGA HUKKERI,Karnataka Rashtra Samithi,152,0,152,0.08
Shiggaon -83,JAGADISH YALLAPPA BANKAPUR,Independent,140,1,141,0.08
Shiggaon -83,MANJAKKA RUKKAVVA PUJAR,Independent,216,0,216,0.12
Shiggaon -83,VIRUPAKSHAGOUDA NAGANAGOUDA FAKKIRAGOUDRA,Independent,565,0,565,0.31
Shiggaon -83,DR. U. P. SHIVANANDA,Independent,252,8,260,0.14
Shiggaon -83,NOTA,None of the Above,1331,5,1336,0.73
Shikaripura -115,CHANDRAKANTH  S REVANAKAR,Aam Aadmi Party,276,0,276,0.17
Shikaripura -115,GONI MALATESH,Indian National Congress,8038,63,8101,4.86
Shikaripura -115,VIJAYENDRA YEDIYURAPPA,Bharatiya Janata Party,81015,795,81810,49.07
Shikaripura -115,YALLAPPA BAZARAPPA,Republican Party of India (Athawale),425,0,425,0.25
Shikaripura -115,RAVINAIK D,Karnataka Rashtra Samithi,159,5,164,0.1
Shikaripura -115,ANIL M.R.,Independent,115,0,115,0.07
Shikaripura -115,IMTIYAZ  A ATTAR,Independent,2937,7,2944,1.77
Shikaripura -115,GANESHA R,Independent,434,1,435,0.26
Shikaripura -115,S. P. NAGARAJAGOWDA,Independent,70371,431,70802,42.47
Shikaripura -115,MOHAMMED SADIQ,Independent,968,1,969,0.58
Shikaripura -115,NOTA,None of the Above,680,8,688,0.41
Shimoga -113,AAYANUR MANJUNATHA,Janata Dal  (Secular),8623,240,8863,4.93
Shimoga -113,CHANNABASAPPA (CHENNI),Bharatiya Janata Party,95399,1091,96490,53.66
Shimoga -113,NETRAVATHI T,Aam Aadmi Party,873,10,883,0.49
Shimoga -113,H C YOGESH,Indian National Congress,68071,745,68816,38.27
Shimoga -113,RAJENDRA D,Karnataka Rashtra Samithi,311,0,311,0.17
Shimoga -113,VENKATESH R,Uttama Prajaakeeya Party,2365,5,2370,1.32
Shimoga -113,AKKAMAHADEVI H M,Independent,67,3,70,0.04
Shimoga -113,AJAY KUMAR B S,Independent,51,0,51,0.03
Shimoga -113,ANIL M R,Independent,79,0,79,0.04
Shimoga -113,ADIGE GANESH H S,Independent,85,3,88,0.05
Shimoga -113,MOHAMMED YUSUF KHAN,Independent,71,1,72,0.04
Shimoga -113,RAVIKUMAR N,Independent,71,0,71,0.04
Shimoga -113,RIYAZ AHMED,Independent,170,1,171,0.1
Shimoga -113,SHEKARA NAIK,Independent,73,0,73,0.04
Shimoga -113,V HANUMASHETTY,Independent,196,0,196,0.11
Shimoga -113,NOTA,None of the Above,1205,20,1225,0.68
Shimoga Rural -111,K.B.ASHOK NAIK,Bharatiya Janata Party,70610,588,71198,39.37
Shimoga Rural -111,MANJUNATHA.S.S,Aam Aadmi Party,1711,4,1715,0.95
Shimoga Rural -111,SHARADA PURYANAIK,Janata Dal  (Secular),85768,572,86340,47.74
Shimoga Rural -111,A.D.SHIVAPPA,Bahujan Samaj Party,570,6,576,0.32
Shimoga Rural -111,Dr.SRINIVAS KARIYANNA,Indian National Congress,18201,134,18335,10.14
Shimoga Rural -111,NIRANJANA.E,Karnataka Rashtra Samithi,327,0,327,0.18
Shimoga Rural -111,K.B.VIJAYA,Kalyana Rajya Pragathi Paksha,272,2,274,0.15
Shimoga Rural -111,Dr.THIPPERUDRASWAMY.T,Independent,130,0,130,0.07
Shimoga Rural -111,PRAVEEN NAIK,Independent,282,0,282,0.16
Shimoga Rural -111,BHEEMAPPA.B.H,Independent,394,1,395,0.22
Shimoga Rural -111,RANGASWAMY.L,Independent,222,1,223,0.12
Shimoga Rural -111,NOTA,None of the Above,1039,14,1053,0.58
Shirahatti -65,DR.CHANDRU LAMANI,Bharatiya Janata Party,73600,889,74489,45.43
Shirahatti -65,DODDAMANI MALLIKARJUNA YALLAPPA,Aam Aadmi Party,859,13,872,0.53
Shirahatti -65,SUJATA  NINGAPPA  DODDAMANI,Indian National Congress,34550,241,34791,21.22
Shirahatti -65,HANAMANTAPPA. M.NAYAK,Janata Dal  (Secular),2054,11,2065,1.26
Shirahatti -65,DR. MUTTU.  SURAKOD  (MADAR),Indian Movement Party,311,1,312,0.19
Shirahatti -65,MANJUNATH ASANGEPPA  ASANGI,Karnataka Rashtra Samithi,228,0,228,0.14
Shirahatti -65,SUSHMA SUNIL   SARVADE,Uttama Prajaakeeya Party,468,4,472,0.29
Shirahatti -65,DURAGAPPA SHEKHAPPA BINJADAGI,Independent,228,0,228,0.14
Shirahatti -65,DODDAPPA. BHADRAPPA. LAMANI,Independent,961,4,965,0.59
Shirahatti -65,RAJAVENKATESH D KARABHARI,Independent,499,3,502,0.31
Shirahatti -65,RAMAKRISHNA. SHIDLINGAPPA. DODDAMANI,Independent,45637,332,45969,28.03
Shirahatti -65,VENKATESH B  GUGGARI,Independent,533,3,536,0.33
Shirahatti -65,SANTOSH GOURAVVA HIREMANI,Independent,456,2,458,0.28
Shirahatti -65,HANUMANTAPPA PEERAPPA KORAVAR,Independent,445,0,445,0.27
Shirahatti -65,NOTA,None of the Above,1633,9,1642,1
Shivajinagar -162,CHANDRA.N.,Bharatiya Janata Party,41531,188,41719,37.77
Shivajinagar -162,PRAKASH NEDUNGADI,Aam Aadmi Party,1624,10,1634,1.48
Shivajinagar -162,RIZWAN ARSHAD,Indian National Congress,64729,184,64913,58.77
Shivajinagar -162,B  K PRASAD,"Proutist Bloc, India",174,2,176,0.16
Shivajinagar -162,MOHTHASHEM ALI KHAN,Karnataka Karmikara Paksha,61,1,62,0.06
Shivajinagar -162,HABEEB SAB,Karnataka Rashtra Samithi,59,0,59,0.05
Shivajinagar -162,ANWAR BASHA,Independent,52,0,52,0.05
Shivajinagar -162,JAMEEL AHMED,Independent,22,0,22,0.02
Shivajinagar -162,TANVEER AHMED,Independent,60,0,60,0.05
Shivajinagar -162,MOHAMMED HANEEF,Independent,53,1,54,0.05
Shivajinagar -162,M RAFEEQ AHMED,Independent,51,0,51,0.05
Shivajinagar -162,ROBERT CLIVE,Independent,124,6,130,0.12
Shivajinagar -162,SHANAWAZ AHMED,Independent,46,0,46,0.04
Shivajinagar -162,SARAVANAN S,Independent,121,1,122,0.11
Shivajinagar -162,M SADIQ ALI,Independent,112,0,112,0.1
Shivajinagar -162,NOTA,None of the Above,1224,11,1235,1.12
Shorapur -36,NARASIMHANAYAK (RAJUGOUDA),Bharatiya Janata Party,87746,590,88336,42.57
Shorapur -36,R. MANJUNATH NAYAK,Aam Aadmi Party,1344,4,1348,0.65
Shorapur -36,RAJA VENKATAPPA NAIK,Indian National Congress,112922,637,113559,54.72
Shorapur -36,SHRAVANAKUMAR NAYAK,Janata Dal  (Secular),1542,2,1544,0.74
Shorapur -36,ASHOK LAXMAN,Independent,349,0,349,0.17
Shorapur -36,VENKATAPPA NAYAK CHANDRASHEKHAR NAYAK,Independent,765,0,765,0.37
Shorapur -36,SHASHIKUMAR,Independent,370,0,370,0.18
Shorapur -36,NOTA,None of the Above,1256,3,1259,0.61
Shravanabelagola -193,M.A. GOPALASWAMY,Indian National Congress,78416,607,79023,45.14
